locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLGMAHPF_01108	CDS	990	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LLGMAHPF_01109	CDS	792				hypothetical protein
LLGMAHPF_01110	CDS	795				hypothetical protein
LLGMAHPF_01111	CDS	267				hypothetical protein
LLGMAHPF_01112	CDS	228				hypothetical protein
LLGMAHPF_01113	CDS	813				hypothetical protein
LLGMAHPF_01114	CDS	342				hypothetical protein
LLGMAHPF_01115	CDS	195				hypothetical protein
LLGMAHPF_01116	CDS	402				hypothetical protein
LLGMAHPF_01117	CDS	222				hypothetical protein
LLGMAHPF_01118	CDS	225				hypothetical protein
LLGMAHPF_01119	CDS	504				hypothetical protein
LLGMAHPF_01120	CDS	186				hypothetical protein
LLGMAHPF_01121	CDS	396				hypothetical protein
LLGMAHPF_01122	CDS	465				hypothetical protein
LLGMAHPF_01123	CDS	177	rpsU1		COG0828	30S ribosomal protein S21 A
LLGMAHPF_01124	CDS	333				hypothetical protein
LLGMAHPF_01125	CDS	606	udk	2.7.1.48		Uridine kinase
LLGMAHPF_01126	CDS	1164				hypothetical protein
LLGMAHPF_01127	CDS	828				hypothetical protein
LLGMAHPF_01128	CDS	405				hypothetical protein
LLGMAHPF_01129	CDS	699				hypothetical protein
LLGMAHPF_01130	CDS	462				hypothetical protein
LLGMAHPF_01131	CDS	318				hypothetical protein
LLGMAHPF_01132	CDS	156				hypothetical protein
LLGMAHPF_01133	CDS	318				hypothetical protein
LLGMAHPF_01134	CDS	174				hypothetical protein
LLGMAHPF_01135	CDS	117				hypothetical protein
LLGMAHPF_01136	CDS	267				hypothetical protein
LLGMAHPF_01137	CDS	138				hypothetical protein
LLGMAHPF_01138	CDS	438				hypothetical protein
LLGMAHPF_01139	CDS	186				hypothetical protein
LLGMAHPF_01140	CDS	306				hypothetical protein
LLGMAHPF_01141	CDS	717				hypothetical protein
LLGMAHPF_01142	CDS	171				hypothetical protein
LLGMAHPF_01143	CDS	2610	pepN	3.4.11.2	COG0308	Aminopeptidase N
LLGMAHPF_01144	CDS	237				hypothetical protein
LLGMAHPF_01145	CDS	198				hypothetical protein
LLGMAHPF_01146	CDS	198				hypothetical protein
LLGMAHPF_01147	CDS	1173	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
LLGMAHPF_01148	CDS	243				hypothetical protein
LLGMAHPF_01149	CDS	513	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
LLGMAHPF_01150	CDS	672				hypothetical protein
LLGMAHPF_01151	CDS	393				hypothetical protein
LLGMAHPF_01152	CDS	1059	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
LLGMAHPF_01153	CDS	255				hypothetical protein
LLGMAHPF_01154	CDS	165				hypothetical protein
LLGMAHPF_01155	CDS	246				hypothetical protein
LLGMAHPF_01156	CDS	237				hypothetical protein
LLGMAHPF_01157	CDS	414		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
LLGMAHPF_01158	CDS	201				hypothetical protein
LLGMAHPF_01159	CDS	252				hypothetical protein
LLGMAHPF_01160	CDS	873				hypothetical protein
LLGMAHPF_01161	CDS	405				hypothetical protein
LLGMAHPF_01162	CDS	129				hypothetical protein
LLGMAHPF_01163	CDS	294				hypothetical protein
LLGMAHPF_01164	CDS	543				hypothetical protein
LLGMAHPF_01165	CDS	285				hypothetical protein
LLGMAHPF_01166	CDS	180				hypothetical protein
LLGMAHPF_01167	CDS	171				hypothetical protein
LLGMAHPF_01168	CDS	132				hypothetical protein
LLGMAHPF_01169	CDS	303				hypothetical protein
LLGMAHPF_01170	CDS	180				hypothetical protein
LLGMAHPF_01171	CDS	108				hypothetical protein
LLGMAHPF_01172	CDS	183				hypothetical protein
LLGMAHPF_01173	CDS	756				hypothetical protein
LLGMAHPF_01174	CDS	315				hypothetical protein
LLGMAHPF_01175	CDS	162				hypothetical protein
LLGMAHPF_01176	CDS	354				hypothetical protein
LLGMAHPF_01177	CDS	204				hypothetical protein
LLGMAHPF_01178	CDS	102				hypothetical protein
LLGMAHPF_01179	CDS	252				hypothetical protein
LLGMAHPF_01180	CDS	270				hypothetical protein
LLGMAHPF_01181	CDS	408				hypothetical protein
LLGMAHPF_01182	CDS	117				hypothetical protein
LLGMAHPF_01183	CDS	207				hypothetical protein
LLGMAHPF_01184	CDS	288				hypothetical protein
LLGMAHPF_01185	CDS	396				hypothetical protein
LLGMAHPF_01186	CDS	291				hypothetical protein
LLGMAHPF_01187	CDS	249				hypothetical protein
LLGMAHPF_01188	CDS	147				hypothetical protein
LLGMAHPF_01189	CDS	789	mntB_3			Manganese transport system membrane protein MntB
LLGMAHPF_01190	CDS	396	zur		COG0735	Zinc uptake regulation protein
LLGMAHPF_01191	CDS	750	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
LLGMAHPF_01192	CDS	1422				hypothetical protein
LLGMAHPF_01193	CDS	1359				hypothetical protein
LLGMAHPF_01194	CDS	1074				hypothetical protein
LLGMAHPF_01195	CDS	174				hypothetical protein
LLGMAHPF_01196	CDS	144				hypothetical protein
LLGMAHPF_01197	CDS	327				hypothetical protein
LLGMAHPF_01198	CDS	273				hypothetical protein
LLGMAHPF_01199	CDS	237				hypothetical protein
LLGMAHPF_01200	CDS	1446			COG2308	putative protein
LLGMAHPF_01201	CDS	957				hypothetical protein
LLGMAHPF_01202	CDS	861				hypothetical protein
LLGMAHPF_01203	CDS	585				hypothetical protein
LLGMAHPF_01204	CDS	519				Pentapeptide repeat protein Rfr32
LLGMAHPF_01205	CDS	360				hypothetical protein
LLGMAHPF_01206	CDS	999	RBKS	2.7.1.15		Ribokinase
LLGMAHPF_01207	CDS	279				hypothetical protein
LLGMAHPF_01208	CDS	1230				hypothetical protein
LLGMAHPF_01209	CDS	1563				hypothetical protein
LLGMAHPF_01210	CDS	1023	dppB		COG0601	Dipeptide transport system permease protein DppB
LLGMAHPF_01211	CDS	1572	hbpA		COG0747	Heme-binding protein A
LLGMAHPF_01212	CDS	261				hypothetical protein
LLGMAHPF_01213	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LLGMAHPF_01214	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
LLGMAHPF_01215	CDS	558				hypothetical protein
LLGMAHPF_01216	CDS	474	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
LLGMAHPF_01217	CDS	1089	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
LLGMAHPF_01218	CDS	744		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
LLGMAHPF_01219	CDS	405				hypothetical protein
LLGMAHPF_01220	CDS	120	petG			Cytochrome b6-f complex subunit 5
LLGMAHPF_01221	CDS	588	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
LLGMAHPF_01222	CDS	618	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
LLGMAHPF_01223	CDS	324	trxA			Thioredoxin 1
LLGMAHPF_01224	CDS	1233		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
LLGMAHPF_01225	CDS	2604	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
LLGMAHPF_01226	CDS	1212	crtL_2	5.5.1.19		Lycopene beta cyclase
LLGMAHPF_01227	CDS	1584		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
LLGMAHPF_01228	CDS	1641	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LLGMAHPF_01229	CDS	393				hypothetical protein
LLGMAHPF_01230	CDS	1473				hypothetical protein
LLGMAHPF_01231	CDS	897	folD			Bifunctional protein FolD protein
LLGMAHPF_01232	CDS	903		2.5.1.10		Farnesyl diphosphate synthase
LLGMAHPF_01233	CDS	480				hypothetical protein
LLGMAHPF_01234	CDS	1395	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
LLGMAHPF_01235	CDS	1302				hypothetical protein
LLGMAHPF_01236	CDS	1524	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
LLGMAHPF_01237	CDS	1113	petH	1.18.1.2		Ferredoxin--NADP reductase
LLGMAHPF_01238	CDS	537				hypothetical protein
LLGMAHPF_01239	tRNA	75				tRNA-Glu(ttc)
LLGMAHPF_01240	CDS	1119	sasA_3	2.7.13.3		Adaptive-response sensory-kinase SasA
LLGMAHPF_01241	CDS	543				hypothetical protein
LLGMAHPF_01242	CDS	441				hypothetical protein
LLGMAHPF_01243	CDS	996	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LLGMAHPF_01244	CDS	1521	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
LLGMAHPF_01245	CDS	489				hypothetical protein
LLGMAHPF_01246	CDS	1659	ubiB_2	2.7.-.-		protein kinase UbiB
LLGMAHPF_01247	CDS	1398	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
LLGMAHPF_01248	CDS	858				hypothetical protein
LLGMAHPF_01249	CDS	900	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LLGMAHPF_01250	CDS	1095	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
LLGMAHPF_01251	CDS	2529	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
LLGMAHPF_01252	CDS	435	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
LLGMAHPF_01253	CDS	1374	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
LLGMAHPF_01254	CDS	891	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
LLGMAHPF_01255	CDS	819	uppS	2.5.1.-	COG0020	Isoprenyl transferase
LLGMAHPF_01256	CDS	1008	bioB	2.8.1.6	COG0502	Biotin synthase
LLGMAHPF_01257	CDS	933				hypothetical protein
LLGMAHPF_01258	CDS	501				hypothetical protein
LLGMAHPF_01259	CDS	882	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
LLGMAHPF_01260	CDS	600	recR		COG0353	Recombination protein RecR
LLGMAHPF_01261	CDS	558				hypothetical protein
LLGMAHPF_01262	CDS	1773			COG1132	putative ABC transporter ATP-binding protein
LLGMAHPF_01263	CDS	279				hypothetical protein
LLGMAHPF_01264	CDS	1779	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
LLGMAHPF_01265	CDS	1689	recD	3.1.11.5		RecBCD enzyme subunit RecD
LLGMAHPF_01266	CDS	3630	recB	3.1.11.5		RecBCD enzyme subunit RecB
LLGMAHPF_01267	CDS	474				hypothetical protein
LLGMAHPF_01268	CDS	3174	recC	3.1.11.5		RecBCD enzyme subunit RecC
LLGMAHPF_01269	CDS	318				Ycf54-like protein
LLGMAHPF_01270	CDS	717	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
LLGMAHPF_01271	CDS	678				hypothetical protein
LLGMAHPF_01272	CDS	564				hypothetical protein
LLGMAHPF_01273	CDS	231				hypothetical protein
LLGMAHPF_01274	CDS	324	grxD		COG0278	Glutaredoxin 4
LLGMAHPF_01275	CDS	270				hypothetical protein
LLGMAHPF_01276	CDS	738	tcrA		COG0745	Transcriptional regulatory protein TcrA
LLGMAHPF_01277	CDS	507				hypothetical protein
LLGMAHPF_01278	CDS	1602	crtNb_1	1.14.99.44		4,4'-diapolycopene oxygenase
LLGMAHPF_01279	CDS	1413	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
LLGMAHPF_01280	tRNA	73				tRNA-Lys(ttt)
LLGMAHPF_01281	CDS	108				hypothetical protein
LLGMAHPF_01282	CDS	1143				hypothetical protein
LLGMAHPF_01283	CDS	1842	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
LLGMAHPF_01284	CDS	1110				hypothetical protein
LLGMAHPF_01285	CDS	168				hypothetical protein
LLGMAHPF_01286	CDS	138				hypothetical protein
LLGMAHPF_01287	CDS	516	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
LLGMAHPF_01288	tRNA	74				tRNA-Pro(tgg)
LLGMAHPF_01289	CDS	633				hypothetical protein
LLGMAHPF_01290	CDS	138				hypothetical protein
LLGMAHPF_01291	CDS	105				hypothetical protein
LLGMAHPF_01292	CDS	1476				hypothetical protein
LLGMAHPF_01293	CDS	270				hypothetical protein
LLGMAHPF_01294	CDS	93				hypothetical protein
LLGMAHPF_01295	CDS	2016				hypothetical protein
LLGMAHPF_01296	CDS	225				hypothetical protein
LLGMAHPF_01297	CDS	492				hypothetical protein
LLGMAHPF_01298	CDS	255				hypothetical protein
LLGMAHPF_01299	CDS	168				hypothetical protein
LLGMAHPF_01300	CDS	255				hypothetical protein
LLGMAHPF_01301	CDS	276				hypothetical protein
LLGMAHPF_01302	CDS	252				hypothetical protein
LLGMAHPF_01303	CDS	195				hypothetical protein
LLGMAHPF_01304	CDS	198				hypothetical protein
LLGMAHPF_01305	CDS	180				hypothetical protein
LLGMAHPF_01306	CDS	1704	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
LLGMAHPF_01307	CDS	423				hypothetical protein
LLGMAHPF_01308	CDS	162				hypothetical protein
LLGMAHPF_01309	CDS	183				hypothetical protein
LLGMAHPF_01310	CDS	291				hypothetical protein
LLGMAHPF_01311	CDS	207				hypothetical protein
LLGMAHPF_01312	CDS	216				hypothetical protein
LLGMAHPF_01313	CDS	252				hypothetical protein
LLGMAHPF_01314	CDS	186				hypothetical protein
LLGMAHPF_01315	CDS	297				hypothetical protein
LLGMAHPF_01316	CDS	129				hypothetical protein
LLGMAHPF_01317	CDS	159				hypothetical protein
LLGMAHPF_01318	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
LLGMAHPF_01319	CDS	1062	macA		COG0845	Macrolide export protein MacA
LLGMAHPF_01320	CDS	2931	polA	2.7.7.7	COG0258	DNA polymerase I
LLGMAHPF_01321	CDS	1479	cysS	6.1.1.16		Cysteine--tRNA ligase
LLGMAHPF_01322	CDS	1230	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
LLGMAHPF_01323	CDS	330	fdx4		COG3411	Ferredoxin, 2Fe-2S
LLGMAHPF_01324	CDS	1092				hypothetical protein
LLGMAHPF_01325	CDS	1437	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
LLGMAHPF_01326	CDS	297	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
LLGMAHPF_01327	CDS	1131	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
LLGMAHPF_01328	CDS	579				hypothetical protein
LLGMAHPF_01329	CDS	237				hypothetical protein
LLGMAHPF_01330	CDS	1377		1.18.1.2		Ferredoxin--NADP reductase
LLGMAHPF_01331	CDS	267	infA			Translation initiation factor IF-1
LLGMAHPF_01332	CDS	213				hypothetical protein
LLGMAHPF_01333	CDS	963				hypothetical protein
LLGMAHPF_01334	CDS	99	petM			Cytochrome b6-f complex subunit 7
LLGMAHPF_01335	CDS	1023	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LLGMAHPF_01336	CDS	525	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
LLGMAHPF_01337	CDS	534	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
LLGMAHPF_01338	CDS	558	ycf4			Photosystem I assembly protein Ycf4
LLGMAHPF_01339	CDS	1077	psbD	1.10.3.9		Photosystem II D2 protein
LLGMAHPF_01340	CDS	1383	psbC			Photosystem II CP43 reaction center protein
LLGMAHPF_01341	CDS	627		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
LLGMAHPF_01342	CDS	1530	cobQ			Cobyric acid synthase
LLGMAHPF_01343	CDS	252				hypothetical protein
LLGMAHPF_01344	CDS	1809				hypothetical protein
LLGMAHPF_01345	CDS	129				hypothetical protein
LLGMAHPF_01346	CDS	405				hypothetical protein
LLGMAHPF_01347	CDS	222				hypothetical protein
LLGMAHPF_01348	tRNA	87				tRNA-Ser(cga)
LLGMAHPF_01349	CDS	1023	idiA		COG1840	Iron deficiency-induced protein A
LLGMAHPF_01350	CDS	870	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LLGMAHPF_01351	CDS	390				hypothetical protein
LLGMAHPF_01352	CDS	333				hypothetical protein
LLGMAHPF_01353	CDS	171				hypothetical protein
LLGMAHPF_01354	CDS	645				hypothetical protein
LLGMAHPF_01355	CDS	246				hypothetical protein
LLGMAHPF_01356	CDS	651				hypothetical protein
LLGMAHPF_01357	CDS	525	isiB		COG0716	Flavodoxin
LLGMAHPF_01358	CDS	735				hypothetical protein
LLGMAHPF_01359	CDS	273			COG4095	Sugar transporter SemiSWEET
LLGMAHPF_01360	CDS	225				hypothetical protein
LLGMAHPF_01361	CDS	879				hypothetical protein
LLGMAHPF_01362	CDS	252				hypothetical protein
LLGMAHPF_01363	CDS	1806	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LLGMAHPF_01364	CDS	1095	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LLGMAHPF_01365	CDS	915				hypothetical protein
LLGMAHPF_01366	CDS	810				hypothetical protein
LLGMAHPF_01367	CDS	384	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
LLGMAHPF_01368	CDS	573				hypothetical protein
LLGMAHPF_01369	CDS	138				hypothetical protein
LLGMAHPF_01370	CDS	390	rnpA	3.1.26.5		Ribonuclease P protein component
LLGMAHPF_01371	CDS	414				hypothetical protein
LLGMAHPF_01372	CDS	1140	yidC			Membrane protein insertase YidC
LLGMAHPF_01373	CDS	1467	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LLGMAHPF_01374	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LLGMAHPF_01375	CDS	1080				hypothetical protein
LLGMAHPF_01376	CDS	288	rpsN		COG0199	30S ribosomal protein S14
LLGMAHPF_01377	CDS	2166	pnp_2	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LLGMAHPF_01378	CDS	912	cysQ_2	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
LLGMAHPF_01379	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
LLGMAHPF_01380	CDS	219				hypothetical protein
LLGMAHPF_01381	CDS	657				hypothetical protein
LLGMAHPF_01382	CDS	1458	algA		COG0662	Alginate biosynthesis protein AlgA
LLGMAHPF_01383	tRNA	76				tRNA-Arg(tct)
LLGMAHPF_01384	CDS	1362				hypothetical protein
LLGMAHPF_01385	CDS	1374				hypothetical protein
LLGMAHPF_01386	CDS	1113				hypothetical protein
LLGMAHPF_01387	CDS	954		2.4.-.-		putative glycosyltransferase
LLGMAHPF_01388	CDS	1050	rfbE	5.1.3.10	COG0451	CDP-paratose 2-epimerase
LLGMAHPF_01389	CDS	852	rfbJ	1.1.1.341	COG0451	CDP-abequose synthase
LLGMAHPF_01390	CDS	1083	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
LLGMAHPF_01391	CDS	768	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
LLGMAHPF_01392	CDS	1200	spnQ	4.2.1.164		dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
LLGMAHPF_01393	CDS	1392				hypothetical protein
LLGMAHPF_01394	CDS	954	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
LLGMAHPF_01395	CDS	1074	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LLGMAHPF_01396	CDS	1092	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LLGMAHPF_01397	CDS	1026	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
LLGMAHPF_01398	CDS	1167				hypothetical protein
LLGMAHPF_01399	CDS	693				hypothetical protein
LLGMAHPF_01400	CDS	1161				hypothetical protein
LLGMAHPF_01401	CDS	678	hisB_2	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
LLGMAHPF_01402	CDS	1224	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
LLGMAHPF_01403	CDS	720	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LLGMAHPF_01404	CDS	612	gmhA	5.3.1.28		Phosphoheptose isomerase
LLGMAHPF_01405	CDS	1503	hldE	2.7.7.70		Bifunctional protein HldE
LLGMAHPF_01406	CDS	948	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LLGMAHPF_01407	CDS	960				hypothetical protein
LLGMAHPF_01408	CDS	1101	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
LLGMAHPF_01409	CDS	984				hypothetical protein
LLGMAHPF_01410	CDS	1149				hypothetical protein
LLGMAHPF_01411	CDS	1056				hypothetical protein
LLGMAHPF_01412	CDS	1812				hypothetical protein
LLGMAHPF_01413	CDS	1050				hypothetical protein
LLGMAHPF_01414	CDS	978	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
LLGMAHPF_01415	CDS	1167				hypothetical protein
LLGMAHPF_01416	CDS	975				hypothetical protein
LLGMAHPF_01417	CDS	930		1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
LLGMAHPF_01418	CDS	909				hypothetical protein
LLGMAHPF_01419	CDS	1257	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
LLGMAHPF_01420	CDS	840				hypothetical protein
LLGMAHPF_01421	CDS	1032		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
LLGMAHPF_01422	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
LLGMAHPF_01423	CDS	918	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
LLGMAHPF_01424	CDS	609				hypothetical protein
LLGMAHPF_01425	CDS	1008				hypothetical protein
LLGMAHPF_01426	CDS	1785	pglK	7.5.2.5	COG1132	Protein glycosylation K
LLGMAHPF_01427	CDS	672	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LLGMAHPF_01428	CDS	147				hypothetical protein
LLGMAHPF_01429	CDS	849				hypothetical protein
LLGMAHPF_01430	CDS	993				hypothetical protein
LLGMAHPF_01431	CDS	846	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
LLGMAHPF_01432	CDS	159				hypothetical protein
LLGMAHPF_01433	CDS	381				hypothetical protein
LLGMAHPF_01434	CDS	1833	novN_1	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
LLGMAHPF_01435	CDS	1077				hypothetical protein
LLGMAHPF_01436	CDS	399				hypothetical protein
LLGMAHPF_01437	CDS	900				hypothetical protein
LLGMAHPF_01438	CDS	393				hypothetical protein
LLGMAHPF_01439	CDS	1854	novN_2	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
LLGMAHPF_01440	CDS	453	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LLGMAHPF_01441	CDS	738				hypothetical protein
LLGMAHPF_01442	CDS	975				hypothetical protein
LLGMAHPF_01443	CDS	1293				hypothetical protein
LLGMAHPF_01444	tRNA	75				tRNA-Ala(ggc)
LLGMAHPF_01445	CDS	879				hypothetical protein
LLGMAHPF_01446	CDS	990	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LLGMAHPF_01447	CDS	1149	fdtB_2	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
LLGMAHPF_01448	CDS	1110	fdtB_3	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
LLGMAHPF_01449	CDS	936	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
LLGMAHPF_01450	CDS	1425	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LLGMAHPF_01451	CDS	624	lexA			Transcription regulator LexA
LLGMAHPF_01452	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
LLGMAHPF_01453	CDS	1875	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
LLGMAHPF_01454	CDS	1089	ribD		COG0117	Riboflavin biosynthesis protein RibD
LLGMAHPF_01455	CDS	498				hypothetical protein
LLGMAHPF_01456	CDS	252				hypothetical protein
LLGMAHPF_01457	CDS	1281	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
LLGMAHPF_01458	CDS	909	nadK_2	2.7.1.23		NAD kinase
LLGMAHPF_01459	CDS	1008	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
LLGMAHPF_01460	CDS	810	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
LLGMAHPF_01461	CDS	534				hypothetical protein
LLGMAHPF_01462	CDS	924	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
LLGMAHPF_01463	CDS	1056	thiE	2.5.1.3		Thiamine-phosphate synthase
LLGMAHPF_01464	CDS	210				hypothetical protein
LLGMAHPF_01465	CDS	168				hypothetical protein
LLGMAHPF_01466	CDS	135				hypothetical protein
LLGMAHPF_01467	CDS	657	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
LLGMAHPF_01468	CDS	447				hypothetical protein
LLGMAHPF_01469	CDS	1224	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
LLGMAHPF_01470	CDS	912	era_2		COG1159	GTPase Era
LLGMAHPF_01471	CDS	528				hypothetical protein
LLGMAHPF_01472	CDS	738				hypothetical protein
LLGMAHPF_01473	CDS	957	ybeZ		COG1702	PhoH-like protein
LLGMAHPF_01474	CDS	345				hypothetical protein
LLGMAHPF_01475	CDS	1497	ffh		COG0541	Signal recognition particle protein
LLGMAHPF_01476	CDS	2109				hypothetical protein
LLGMAHPF_01477	CDS	1038	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
LLGMAHPF_01478	CDS	942	sigA2_2		COG0568	RNA polymerase sigma factor SigA2
LLGMAHPF_01479	CDS	1566	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
LLGMAHPF_01480	CDS	1173	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
LLGMAHPF_01481	CDS	1491	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
LLGMAHPF_01482	CDS	573				hypothetical protein
LLGMAHPF_01483	CDS	471	sodN	1.15.1.1		Superoxide dismutase [Ni]
LLGMAHPF_01484	CDS	267				hypothetical protein
LLGMAHPF_01485	CDS	669				hypothetical protein
LLGMAHPF_01486	CDS	888	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
LLGMAHPF_01487	CDS	1440	lpdA	1.8.1.4		Dihydrolipoyl dehydrogenase
LLGMAHPF_01488	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
LLGMAHPF_01489	CDS	1374	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
LLGMAHPF_01490	CDS	120				hypothetical protein
LLGMAHPF_01491	tRNA	83				tRNA-Leu(caa)
